"ACER"
"Asus","EeePCT101MT","1.3","2.86","10.1","1024×600WSVGAtouchscreen","117","IntelAtomN450/N570","1.66","","GMA3150","VGA","HDD+SDXC","160/320+500EeeStorage","1,2","LiPo,4cell,?,4900mAh35Wh)","6.5","?","0.3MP","Touchpad2-buttonsbelow","?","7S/HB/HP",""
"Asus","EeePC1225B","1.44","","11.6","1366x768WXGA","135","AMDAPUE450/C60","1.65/1.0","","AMDRadeonHD6320/6290","VGA,HDMI","HDD","320/500/750+3(WebStorage)","1-4(DDR3)","7(6-cell,56Wh)","7(6-cell,56Wh)","?","0.3MP","Touchpad2-buttonsbelow","-","7HomePremium","EeePC1225BManual"
"Asus","EeePC1225C","1.45","","11.6","1366x768WXGA","135","IntelAtomN2600/N2800","1.6/1.86","","?","VGA,HDMI","HDD","320/500","1-2(DDR3)","5(3-cell,2.6Ah)","7.5(6-cell,2.2Ah)","?","0.3MP","Touchpad2-buttonsbelow","Ubuntu","-","EeePC1225CManual"
"Asus","EeePC1215P","1.45","","12.1","1366x768WXGA","129","IntelAtomN550","1.5","","?","VGA","HDD","250/320","1-2(DDR)","8(6-cell)","8(6-cell)","?","0.3MP","Touchpad2-buttonsbelow","-","7HomePremium/7Starter","EeePC1215PManual"
"Asus","EeePC1215B","1.45","","12.1","1366x768WXGA","129","AMDAPUE450/E350/C30/C50/C60","1.65/1.6/1.2/1.0","","AMDRadeonHD6320/6310/6250/6290","VGA,HDMI","HDD","250/320/500+3(WebStorage)","1-4(DDR3)","8(6-cell,56Wh)","8(6-cell,56Wh)","?","0.3MP","Touchpad2-buttonsbelow","?","7HomePremium","EeePC1215BManual"
"Asus","EeePC1215N","1.45","","12.1","1366x768WXGA","129","IntelAtomD525","1.8","","?","VGA,HDMI","HDD","250/320+WebStorage","1-4(DDR)","6(6-cell)","6(6-cell)","?","0.3MP","Touchpad2-buttonsbelow","-","7HomePremium","EeePC1215NManual"
"Asus","EeePC1215T","1.45","","12.1","1490x900WXGA+","147","AMDAthlonIINeoK125","1.7","","AMDHD4250","VGA,HDMI","HDD","250/320","1-2(DDR3)","?(6-cell)","?(6-cell)","?","0.3MP","Touchpad2-buttonsbelow","-","7HomePremium","EeePC1215TManual"
"AVERATEC"
"Averatec","Buddy","1.19","2.62","10.2","?","?","Atom","1.6","","?","VGA","HDD","160","1","?","?","?","?","","?","XP",""
"Axioo","Pico","1.2","2.6","10","1024×600WSVGA","118","AtomN270","1.6","","?","?","HDD","120","1","?(3cells,2200mAh)","?(6cells,5200mAh)","?","?","","?","XP",""
"BELCO","450R","0.75","1.65","7","800x480","133","DM&PPDX-600(Vortex86dx,i486DXcompatible)","1","","XGIZ9s(no3Dacceleration)","?","SSD","4/8","0.5","?2000mAh","?","?","?","","?","?",""
"BENQ"
"BenQ","JoybookLiteU101","1.05","2.31","10.1","1024×576WSVGA16:9LEDglossy","117","AtomN270","1.66","","GMA950","VGA","SSD+HDD","4(SSD)80,120,160(HDD)","1.5,2.5(512MBbuiltin)","?","4","90%","?","","LinuxLite","XPHome",""
"Datacask","Jupiter1014a","1.25","2.75","10.2","1024x600","116","Atom","1.6","","GMA945","VGA","HDD","80,160","0.5,1,2","4(4000mAh)","?","83%","1.3MP","Touchpad2-buttonsbelow","KnoppixVariant","XP",""
"DELL"
"Manufacturer","Model","Weight[kg]","Weight[lb]","Displaysize""","Displayresolution","DisplayDPI","CPU","Speed[GHz]","HSDPA","Videochipset","Videoconnection(s)","Storagetype","Storage[GB]","RAM[GB]","Batterylife[h](lowend)","Batterylife[h](highend)","Keyboardsizein%","Camera","Mouselayout","Linux/UnixOSchoice(s)","WindowsOSchoice(s)","Manual/DataSheet"
"Dell","Mini9","1.06","2.34","8.9","1024×600WSVGAglossy","133","Atom","1.6","","GMA950","VGA","SSD+SDHC","4,8,16,32,64","0.5,1,2(oneslot,fieldupgradable)","3.5(4-cell)","3.5(4-cell)","83%","?","Touchpad2-buttonsbelow","DellUbuntuNBR","XP",""
"Dell","Mini10","1.3","2.86","10","1366x7681024x576","156117","Atom","1.3/1.6","","GMA500","HDMI(VGAon10v)","HDD","120/160","1","","","92%","?","","DellUbuntuNBR","XP",""
"Dell","Mini12","1.24","2.73","12.1","1200x800","119","Atom","1.3/1.6","","GMA500","VGA","HDD","60/80","1","3(3-cell)","6.5(6-cell)","91.9%","?","Touchpad2-buttonsbelow","UbuntuNBR","VistaHomeBasic",""
"Dell","Latitude2100","1.54","3.4","10.1","1024x576","116","Atom","1.6","","GMA950","VGA","SSDorHDD","16(ssd)/80/180/250",".511.52(oneslot,fieldupgradable)","2.24(3-cell)","4.47(6-cell)","89%","?","","Ubuntu","XP",""
"Dell","Latitude2120","1.54","3.4","10.1","1024x600WideSVGAmatte","116","IntelAtomN550","1.5","","GMA31508MB","VGA","SSDorHDD","16(ssd)/80/180/250",".511.52(oneslot,fieldupgradable)","2.24(3-cell)","4.47(6-cell)","89%","1.3MP","Touchpad2-buttonsbelow","Ubuntu","XP","2120ServiceManualBIOSSetupFeatures"
"E-LEAD"
"E-Lead","Noahpad","0.78","1.72","7","800×480WVGA","133","C7-M","1","","?","?","HDD","30","0.5","?","?","?","?","","Ubuntu","?",""
"ELONEX"
"Elonex","ONE","1.00","2.20","7.0","800×480WVGA","133","LNXCode8","0.3","","?","None","SSD","1","0.125","?","?","?","?","","Linos","?",""
"EMACHINES"
"Emachines","E350","1.25","2.75","10.1","1024x600","116","AtomN450","1.66","","GMA3150","VGA","HDD","160","1","3(3-cell)","6.5(6-cell)","92%","1.3MP","Touchpad2-buttonsbelow","N/A","XP",""
"EMTEC"
"EMTEC","Gdium","1.2","2.64","10","1024x600WVGA","118","MIPSLoongson2F","0.9","","?","VGA","G-KeyremovableUSBFlash","16","0.5","","?","?","?","?","MandrivaG-Linux","None(notx86based)",""
"EVEREX"
"Everex","CloudBook","0.91","2.00","7","800×480WVGA","133","C7-MULV","1.2","","UniChromeProIGP","DVI-I","HDD","30","0.5","?","?","?","?","","gOSRocket","?",""
"GATEWAY"
"Manufacturer","Model","Weight[kg]","Weight[lb]","Displaysize""","Displayresolution","DisplayDPI","CPU","Speed[GHz]","HSDPA","Videochipset","Videoconnection(s)","Storagetype","Storage[GB]","RAM[GB]","Batterylife[h](lowend)","Batterylife[h](highend)","Keyboardsizein%","Camera","Mouselayout","Linux/UnixOSchoice(s)","WindowsOSchoice(s)","Manual/DataSheet"
"Gateway","LT2001u,LT2021u","1.18","2.62","10.1","1024×600","117","Atom","1.6","?","?","VGA","HDD","160","1","(3-CellLi)","(3-CellLi)","?","0.3","Touchpadwith1buttonbelow","N/A","WindowsXPHome",""
"Gateway","LT3103u,LT3114u","1.38","3.04","11.6","1366×768","135","Athlon64","1.2","","RadeonX1270","VGA","HDD","250","2","5(6-cellLi)","5(6-cellLi)","","0.3","Touchpadwith1-buttonbelow","N/A","VistaHomeBasic",""
"GIGABYTE"
"GigabyteTechnology","M912","1.3","2.86","8.9","1280x768WXGAtouchscreen","167","Atom","1.6","","?","None","HDD","120,160,250","1,2","?","?","?","?","","Ubuntu","XP",""
"Gigabyte","M912X","1.35","2.97","8.9","1280×768","167","Atom","1.6","","?","VGA","HDD","80","1","?","?","?","?","","?","XP",""
"Hillman","IA1001","1.26","2.77","10.2","1024x600","116","AtomN270","1.6","","GMA950","","HDD","160","1","2(3-cell)","","","1.3MP","Touchpad2-buttonsbelow","Linux","",""
"HP"
"HP","Mininote2133","1.27","2.79","8.9","1280×800WXGAglossy","169","C7-M","1–1.6","","?","VGA","SSD,HDD","4,120,160","0.5–2","2(3-cell)","4(6-cell)","92%","?","","Suse","XP,Vista",""
"HP","Mininote2140","1.19","2.62","10.1","1024x5761366x768","116155","AtomN270","1.6","","GMA950","?","SSD,HDD","80,160","1-2","4(3-cell)","8(6-cell)","92%","?","Touchpadbuttonsoneachside","Suse","Vista,XP",""
"HP","HPMini5101","1.20","2.64","10.1","1024x6001366x768","117155","AtomN280","1.667","","GMA950","VGA","SSD,HDD","80,128,160,250,320","1-2","4.5(4-cell)","9(6-cell)","92%","2MP","Touchpadbuttonsbelow","Suse","XPHome",""
"Impulse,adivisionofCarapelliComputersLimited","NPX-9000","0.72","1.58","7","480x324","82","X-ScaleARM","0.4","","?","?","NAND","1","0.125","2100mAhLiP","?","80%","?","","Linux2.4basedHighne2008,Xenium","None(non-x86based)",""
"INTEL"
"Intel,ECS","ClassmatePC","1.45","3.20","7","800×480WVGAmatte","133","Celeron-M","0.9","","?","None","NAND","2","0.25","?","?","?","?","","Mandriva,Debian","XP",""
"INVENTEC"
"Inventec","KohjinshaSC3","0.798","1.76","7","1024x600","169","Atom","1.33","","?","?","SSD","?","?","?","?","?","?","","?","VistaUltimate",""
"Inventec","KohjinshaSX3","1.2","2.64","8.9","1280x768","168","Atom","1.3","","?","?","SSD","?","?","?","?","?","?","","?","Vista",""
"LEMOTE"
"Manufacturer","Model","Weight[kg]","Weight[lb]","Displaysize""","Displayresolution","DisplayDPI","CPU","Speed[GHz]","HSDPA","Videochipset","Videoconnection(s)","Storagetype","Storage[GB]","RAM[GB]","Batterylife[h](lowend)","Batterylife[h](highend)","Keyboardsizein%","Camera","Mouselayout","Linux/UnixOSchoice(s)","WindowsOSchoice(s)","Manual/DataSheet"
"Lemote","LemoteYeeLoong(?)","1.0","2.2","8.9","1024×600WSVGA","133","Loongson","0.9","","SM712","VGA","HDD/SSD","160","1","2.5(3-cell)","5.5(6-cell)","95%","?","","Debian","None(notx86based)",""
"LENOVO"
"Lenovo","IdeaPadS10","1.1,1.3","2.43,2.87","10.2","1024×600WSVGAmatte","116","Atom","1.6","","GMA950","VGA","HDD","160","1","3(3-cell)","6(6-cell)","85%","1.3MP","","SUSELinux(nolongerofferedApr2009)","XP,7",""
"LG"
"LG","LGX110(OEMversionofMSIWind)","1.19","2.62","10","1024×600WSVGAmatte","118","Atom","1.6","","?","?","HDD","80,120,160","0.5,1","?","?","?","?","","?","XP",""
"LG","XnoteB8310","0.59","1.30","4.8","800×480","194","Atom","?","","?","?","HDD","?","1","?","?","?","?","","?","?",""
"MAXDATABELINEA","","","","","","","","","","","","","","","","","","","","","",""
"MaxdataBelinea","S-Book","1.0","2.2","8.9","?","?","C7-M","1–1.2","","?","?","SSD","?","?","?","?","?","?","","?","Vista",""
"MEDION"
"Medion","AkoyaE1210Mini(OEMversionofMSIWind)","1.2","2.65","10","1024×600WSVGAmatte","118","Atom","1.6","","?","VGA","HDD","80,160","1","?","?","?","?","","?","XP",""
"MSI"
"MSI","WindU100","1.04,1.18","2.29,2.6","10","1024×600WSVGAmatte","118","Atom","0.8~1.6/2.0oc.","","GMA950","VGA","HDD","80/120/160","0.5,1","2.5(3-cell)","5.5(6-cell)","95%","1.3MP","","Suse","XP",""
"MSI","WindU120","1.10","2.42","10","1024×600WSVGA","118","Atom","1.6","","?","VGA","HDD,SSD","80/160","1","?","?","?","?","","?","XP",""
"NetColors","Mini10-N270","0.99,1.26","2.18,2.77","8.9","1024×600WSVGA,glossy","133","AtomN270","1.6","","GMA950","?","SSD+SDHC,HDD","16,32/160,320","1GB,2GB","3(3-cell)","6–7(6-cell)","89%","?","","Ubuntu","XP",""
"NTTSystem","Corrino100A","1.2","2.65","10.2","1024×600","116","GeodeLX800","0.5","","?","?","HDD","60","1","?Li-Po","?Li-Po(4200mAh)","?","?","","Unspecified","XP",""
"One","A110","0.95","2.1","7","800x480","133","C7","1.0","","S3VX800","VGA","SSD,HDD","2,4/60","0.5","?","?","?","?","","Linpus","XP",""
"One","A440","1.2","2.6","10.2","1024x600","116","C7","1.6","","?","?","HDD","80","1","?(3cells,2200mAh)","?","?","?","","Linpus","XP",""
"Nokia"
"Nokia","NokiaBooklet3G","1.2","2.6","10.1","1280×720","?","IntelAtomZ530","1.6","?","?","?","HDD","120","1024","No","?","?","?","?","?","7",""
"PACKARDBELL"
"Manufacturer","Model","Weight[kg]","Weight[lb]","Displaysize""","Displayresolution","DisplayDPI","CPU","Speed[GHz]","HSDPA","Videochipset","Videoconnection(s)","Storagetype","Storage[GB]","RAM[GB]","Batterylife[h](lowend)","Batterylife[h](highend)","Keyboardsizein%","Camera","Mouselayout","Linux/UnixOSchoice(s)","WindowsOSchoice(s)","Manual/DataSheet"
"PackardBell","EasyNoteXS","?","?","7.0","1024×600WVGA","169","C7-M","1.2","","?","?","HDD","30","1","?","?","?","?","","?","XP,Vista",""
"OPENPANDORA"
"OpenPandora","Pandora","0.30","0.66","4.3","800x480","216","OMAP3530","0.6-0.9","","PowerVRSGX530","None","DualSDHCslots","N/A","0.25","10+hrs(4000mAh)","?(4000mAh)","?%","?","","?","?",""
"PCWorld","Advent4211(OEMversionofMSIWind)","1.2","2.6","10","1024×600WSVGAmatte","118","Atom","1.6","","?","VGA","HDD","80","1","2.5(3-cell)","5.5(6-cell)","95%","?","","?","?",""
"PROLiNK","GleeTA-009","1.1","2.42","10.1","1024×600WSVGA","117","Atom","1.6","HSUPA3.75GDL:7.2MUL:5.2Moptional","GMA950","VGA","HDD","160","1","2.5(3-cell)","5.5(6-cell)","95%","1.3MP","Touchpadbuttonsoneachside","Ubuntuoptional","XPoptional",""
"QuantaComputer","OLPCXO-1","1.45","3.19","7.5","1200×900","200","GeodeLX700","0.433","","?","None","NAND","1","0.25","?","?","?","?","","Fedora","XP",""
"RaonDigital","EverunNote","0.8","1.76","7","1024×600","169","Turion64X2","1.2","","?","?","SSD,HDD","16,24;30,60,80","1","?","?","?","?","","Ubuntu","XP",""
"SAMSUNG"
"Manufacturer","Model","Weight[kg]","Weight[lb]","Displaysize""","Displayresolution","DisplayDPI","CPU","Speed[GHz]","HSDPA","Videochipset","Videoconnection(s)","Storagetype","Storage[GB]","RAM[GB]","Batterylife[h](lowend)","Batterylife[h](highend)","Keyboardsizein%","Camera","Mouselayout","Linux/UnixOSchoice(s)","WindowsOSchoice(s)","Manual/DataSheet"
"Samsung","N120","1.28","2.8","10.2","1024x600glossyLED","116","Atom280","1.6","","GMA950","VGA","HDD","160","1","8(6-cell)","11(9-cell)","93%","?","","?","XP",""
"Samsung","N110","1.3","2.9","10.2","1024x600glossy","116","Atom","1.6","","GMA950","VGA","HDD","160","1","4.6(6-cell)","7.5(6-cell)","93%","?","","?","XP",""
"Samsung","NC10","1.3","2.9","10.2","1024x600matte","116","AtomN270","1.6","","GMA950","VGA","HDD","160","1","4.6(6-cell)","7.5(6-cell)","93%","1.3","","?","XP",""
"Samsung","NC20","1.5","3.3","12.1","1280x800glossy","124","Nano","1.3+","","VIAVX800","VGA","HDD","160","1","?","?","97%","?","","?","XP",""
"Samsung","NB30","1.24","2.73","10.1","1024x600WSVGAmatteLED","","AtomN450","1.66","no","IntelGMA3150","VGA","HDD+removableSDHC","250","1,2(oneslot,fieldupgradable)","","10.5(6-cell,66Wh,5900mAh)","","0.3MP?","Touchpad2-buttonsbelow,multitouch","","7Starter",""
"Samsung","N220","1.32","2.91","10.1","1024x600WSVGAmatteLED","","AtomN450","1.66","no","IntelGMA3150","VGA","HDD+removableSDHC","250","1,2(oneslot,fieldupgradable)","","11","","0.3MP?","Touchpad2-buttonsbelow,multitouch","","7Starter",""
"SHARP"
"Sharp","WillcomD4","0.47","1.03","5","1024×768","256","Atom","1.6","","?","?","HDD","?","1","?","?","?","?","","?","?",""
"Sinomanic","TianhuaGX-1C","?","?","8.4","1280x1024SXGA","195","LoongsonI","0.4–0.6","","?","?","HDD","40","0.125","?","?","?","?","","Debian","None(notx86based)",""
"Skytone","HiVisionNB0700","0.72","1.59","7.0","800×480WVGA","133","MIPSJz4730","0.4","","?","?","SSD","1","?","?","?","?","?","","Custom","None(notx86based)",""
"Skytone/3K","Razorbook","0.72","1.59","7","800×480","133","XBurstMIPS","0.4","","?","?","NAND","4","0.5","3(2-cell)","3(2-cell)","?","?","","?","None(notx86based)WindowsCEonly",""
"Skytone","SkytoneAlpha-400","0.72","1.59","7","800×480","133","XBurstMIPS","0.4","","?","None(VGAonsomemodels)","NAND","1","0.125","3(2-cell)","3(2-cell)","?","?","","Linux2.4","None(notx86based)",""
"Sony"
"Sony","P-Series","0.64","1.41","8","1600x768","221","Atom","1.3","","GMA500","?","SSD/HDD","128/64/60","2","3:08CNetvideoplayback","?","88%","?","","?","Vista",""
"SYSTEM76"
"System76","StarlingNetbook4","0.907","2.0","10.1","1024x600","117","IntelAtomN550","1.5","","IntelGMA3150","OneVGA","SSD/HDD","250/320/500/600HDD40/80/120/160SSD","2","3(3-cell)","6(6-cell)","95%","0.3MP","Touchpad2-buttonsbelow(50/50%)","UbuntuNetbookEdition10.04","None",""
"SylvaniaComputers","GNetbook","0.85","1.87","7","800×480","133","C7-MULV","1.2","","?","?","HDD","30","1","?","?","?","?","","Ubuntu","XP",""
"TOSHIBA"
"Manufacturer","Model","Weight[kg]","Weight[lb]","Displaysize""","Displayresolution","DisplayDPI","CPU","Speed[GHz]","HSDPA","Videochipset","Videoconnection(s)","Storagetype","Storage[GB]","RAM[GB]","Batterylife[h](lowend)","Batterylife[h](highend)","Keyboardsizein%","Camera","Mouselayout","Linux/UnixOSchoice(s)","WindowsOSchoice(s)","Manual/DataSheet"
"Toshiba","AC100","0.87","1.91","10.1LED","1024×600","117","Tegra250","1.0","No","Tegra250","HDMI","SSD","8","512MB","7","48","?","1.3MP","Touchpad","Android2.1to2.2","none(non-x86)",""
"Toshiba","NB100","1.00","2.20","8.9","1024x640","135","Atom","1.6","","GMA950","VGA","HDD","80(Linux),120(XP)","0.5(Linux),1(XP),upto2GB","(4cell)","?","?","1.3MP","Touchpad2-buttonsbelow(60/40%)","UbuntuNetbookRemix","XP",""
"Toshiba","NB105","?","?","8.9LED","?","?","Atom","1.6","","?","?","HDD","120","1","?","?","?","?","","?","XP",""
"Toshiba","NB200","1.15","2.32","10.1LED","1024×600","117","AtomN280","1.66","","GMA950","VGA","HDD","160-250","1-2GB","4(3-Cell)","9(6,9-Cell)","?","1.3MP","Touchpad2-buttonsbelow","Linuxnotavail","XPor7Starter",""
"VIA"
"VIA","Nanobook","0.85","1.87","7.0","800×480WVGATouchscreen","133","C7-M","1.2","","?","DVI-I","HDD","30","1","?","?","?","?","","Linux","XP,Vista",""
"VIA","Openbook(referencedesign,notproduct)","1.00","2.20","8.9","1024×600WSVGA","133","C7-MULV","1.6","","?","VGA","HDD","80","2","?","?","?","?","","Linux","XP,Vista",""
"Zelybron","MicroNina","1.27","2.79","10.2","1280×600WXGAglossy","147","C7-M","1.6","","?","?","HDD","120","1–4","2(3-cell)","4(6-cell)","92%","","Touchpad2-buttonsbelow.","ZelybronBSD",""
