"APS-C","DSLR","","","","Entry-level,beginner","","","","","","","","","","","300D","300D","300D","300D","300D","","350D","350D","350D","350D","350D","300D","400D","400D","400D","400D","400D","350D","450D","450D","450D","400D","x500D","x500D","x500D","450D","x550D","x550D","x550D","x500D","x600D","x600D","x600D","x600D","x550D","x650D","x650D","x650D","x600D","x700D","x700D","x700D","x700D","x700D","x700D","x700D","x650D","750D","750D","750D","750D","750D","750D","750D","x700D","800D","800D","800D","800D","800D","800D","800D","800D","800D","800D","800D","750D","850D","850D","850D","850D","850D","850D","850D","850D","850D","850D","800D","850D"
"Entry-level,beginner","","","","APS-C","","","","DSLR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","","200D","200D","200D","200D","200D","200D","","250D","250D","250D","250D","250D","250D","250D","250D","250D","250D","250D","250D","250D","250D","x100D","200D","250D"
"Entry-level,beginner","","","","APS-C","","","","DSLR","","","","","","","","","","","","","","","","","","","","","","","","","","1000D","1000D","1000D","1000D","1000D","1000D","1000D","1000D","1000D","1000D","","x1100D","x1100D","x1100D","x1100D","x1100D","x1100D","x1100D","x1100D","x1100D","x1100D","x1100D","","x1200D","x1200D","x1200D","x1200D","x1200D","x1200D","x1200D","x1200D","1000D","1300D","1300D","1300D","1300D","1300D","1300D","1300D","x1100D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","x1200D","1300D","2000D"
"Entry-level,beginner","","","","APS-C","","","","DSLR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","","","4000D"
"MILC","Full-frame","Professional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R3","R3","R3","R3","R3","R3"
"MILC","","","","Full-frame","","","","Professional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R5","R5","R5","R5","R5","R5","R5","R5","R5","","","R5"
"MILC","","","","Full-frame","","","","Professional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R6","R6","R6","R6","R6","R6","R6","R6","R6","","","R6"
"MILC","Full-frame","","","","Advanced,prosumer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ra","Ra","Ra","Ra","Ra","Ra","Ra","Ra","","","","","Ra",""
"Advanced,prosumer","","","","MILC","","","","Full-frame","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","","","R"
"MILC","Full-frame","","","","Enthusiast,hobbyist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","","RP"
"Enthusiast,hobbyist","MILC","","","","APS-C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M5","M5","M5","M5","M5","M5","M5","M5","M5","M5","M5","","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M5","M6MkII"
"APS-C","","","","Enthusiast,hobbyist","","","","MILC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","xM","xM","xM","xM","","M2","M2","M2","M2","","M3","M3","M3","M3","M3","M3","M3","M3","xM","M6","M6","M6","M6","M6","M6","M6","M6","M6","M2","M3","M6MkII","M6","","","","","","","","","","","",""
"APS-C","MILC","","","","Entry-level,beginner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M50","M50","M50","M50","M50","M50","M50","M50","M50","","M50MkII","M50MkII","M50MkII","M50MkII","M50MkII","M50MkII","M50MkII","M50MkII","M50","M50MkII"
"Entry-level,beginner","","","","APS-C","","","","MILC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M10","M10","M10","M10","M10","M10","M10","","M100","M100","M100","M100","M100","M100","M100","","M200","M200","M200","M200","M200","M200","M200","M200","M200","M200","M200","M200","M10","M100","M200"
"Earlymodels","Earlymodels","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)"
"Type","Sensor","Spec","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Type","2000","2000","2000","Sensor","2001","2001","2001","Spec","2002","2002","2002","2000","2003","2003","2003","2001","2004","2004","2004","2002","2005","2005","2005","2003","2006","2006","2006","2004","2007","2007","2007","2005","2008","2008","2008","2006","2009","2009","2009","2007","2010","2010","2010","2008","2011","2011","2011","2009","2012","2012","2012","2010","2013","2013","2013","2011","2014","2014","2014","2012","2015","2015","2015","2013","2016","2016","2016","2014","2017","2017","2017","2015","2018","2018","2018","2016","2019","2019","2019","2017","2020","2020","2020","2018","2021","2021","2021","2019","2022","2022","2022","2020","2021","2022"
