"MimerSQL","Unlimited","Unlimited","16000(+lobdata)","252","Unlimited","15000","45digits","0001-01-01","9999-12-31","128"
"MonetDB","Unlimited","Unlimited","Unlimited","Unlimited","2GB","2GB","128bits","-9999-01-01","9999-12-31","1024"
"MySQL","Unlimited","MyISAMstoragelimits:256TB;Innodbstoragelimits:64TB","64KB","4,096","4GB(longtext,longblob)","64KB(text)","64bits","1000","9999","64"
"OpenLinkVirtuoso","32TBperinstance(Unlimitedviaelasticcluster)","DBsize(or32TB)","4KB","200","2GB","2GB","2","0","9999","100"
"Oracle","2PB(withstandard8kblock)8PB(withmax32kblock)8EB(withmax32kblockandBIGFILEoption)","4GB*blocksize(withBIGFILEtablespace)","8KB","1,000","128TB","32,767B","126bits","?4712","9999","128"
"","MaxDBsize","Maxtablesize","Maxrowsize","Maxcolumnsperrow","MaxBlob/Clobsize","MaxCHARsize","MaxNUMBERsize","MinDATEvalue","MaxDATEvalue","Maxcolumnnamesize"
"PervasivePSQL","4billionobjects","256GB","2GB","1,536","2GB","8,000bytes","64bits","01-01-0001","12-31-9999","128bytes"
"Polyhedra","LimitedbyavailableRAM,addressspace","2rows","Unlimited","65,536","4GB(subjecttoRAM)","4GB(subjecttoRAM)","64bits","0001-01-01","8000-12-31","255"
"PostgreSQL","Unlimited","32TB","1.6TB","250–1600dependingontype","1GB(text,bytea)storedinlineor4TBusingpg_largeobject","1GB","Unlimited","?4,713","5,874,897","63"
"RaimaDatabaseManager","Unlimited","2-1rows","32KB","1,000","4GB","char:256,varchar:4KB","64bits","0001-01-01","11758978-12-31","31"
"RDMServer","Unlimited","2-1rows","32KB","32,768","Unlimited","32KB","64bits","0001-01-01","11758978-12-31","32"
"SAPHANA","?","?","?","?","?","?","?","?","?","?"
"solidDB","256TB","256TB","32KB+BLOBdata","Limitedbyrowsize","4GB","4GB","64bits","-32768-01-01","32767-12-31","254"
"SQLAnywhere","104TB(13files,eachfileupto8TB(32KBpages))","Limitedbyfilesize","Limitedbyfilesize","45,000","2GB","2GB","64bits","0001-01-01","9999-12-31","128bytes"
"SQLite","128TB(2pages*64KBmaxpagesize)","Limitedbyfilesize","Limitedbyfilesize","32,767","2GB","2GB","64bits","NoDATEtype","NoDATEtype","Unlimited"
"Teradata","Unlimited","Unlimited","64000wo/lobs(64GBw/lobs)","2,048","2GB","64,000","38digits","0001-01-01","9999-12-31","128"
"UniVerse","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited","Unlimited"
"","MaxDBsize","Maxtablesize","Maxrowsize","Maxcolumnsperrow","MaxBlob/Clobsize","MaxCHARsize","MaxNUMBERsize","MinDATEvalue","MaxDATEvalue","Maxcolumnnamesize"
