"Architecture","Fabrication(nm)","Family","ReleaseDate","Codename","ModelGroup","Cores","SMT","Clockrate(MHz)","BusSpeed&Type","Cache","Cache","Cache","Socket","MemoryController","Features","Features","Features"
"90","K8","Opteron","","Socket940","1600-3000","Athens","800","","800","1024","1","No","DDR","MMX,3DNow!+,SSE,SSE2","PowerNow!","AMD64,ccNUMA","64+64"
"90","K8","Opteron","","Denmark","100","2","1600-3200","1024","1000","","DDR","MMX,3DNow!+,SSE,SSE2","PowerNow!","No","64+64","Socket939","AMD64,NXBit"
"90","K8","Opteron","2","","1000","Italy","200","1600-3200","","1024","Socket940","AMD64,NXBit,ccNUMA","DDR","MMX,3DNow!+,SSE,SSE2","PowerNow!","No","64+64"
"90","K8","Opteron","2","","Socket940","AMD64,NXBit,ccNUMA","1000","Egypt","800","1600-3200","","1024","No","64+64","DDR","MMX,3DNow!+,SSE,SSE2","PowerNow!"
"90","K8","Opteron","2","","1000","SantaAna","1200","1800-3200","","1024","SocketAM2","DDR2","No","MMX,3DNow!+,SSE,SSE2","PowerNow!","64+64","AMD64,NXBit"
"90","K8","Opteron","2","","1000","DDR2","AMD64,NXBit","SantaRosa","2200","1800-3200","","1024","SocketF","No","64+64","MMX,3DNow!+,SSE,SSE2","PowerNow!"
"90","SantaRosa","K8","Opteron","2","SocketF","","1000","DDR2","AMD64,NXBit","8200","2000-3000","","No","1024","64+64","MMX,3DNow!+,SSE,SSE2","PowerNow!"
"K8","130","Athlon64FX","","Sledgehammer","FX-51,FX-53","1","1024","2200,2400","No","64+64","800","","Socket940","DDR","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","AMD64,NXBit"
"130","Athlon64FX","K8","","Clawhammer","1","FX-53,FX-55","2400,2400","1000","","DDR","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","AMD64,NXBit","1024","Socket939","No","64+64"
"K8","Athlon64FX","90","","1000","SanDiego","Socket939","1","FX-55,FX-57","2600,2800","","1024","DDR","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","AMD64,NXBit","No","64+64"
"90","K8","Athlon64FX","","Toledo","1000","FX-60","Socket939","2","2600","","1024","No","DDR","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","AMD64,NXBit","64+64"
"90","K8","Athlon64FX","2","","Windsor","1000","FX-62","2800","","SocketAM2","1024","DDR2","No","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","64+64","AMD64,NXBit,AMD-V"
"90","Windsor","K8","Athlon64FX","2","","DDR2","AMD64,NXBit,AMD-V","FX-70,FX-72,FX-74","1000","2600,2800,3000","","SocketF","No","1024","64+64","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet"
"K8","130","Athlon64","","Clawhammer","","1","2000-2600","No","64+64","800","1024","","Socket754","DDR","MMX,3DNow!+,SSE,SSE2","Cool'n'Quiet","AMD64,NXBit(notinCGstepping)"
"130","Athlon64","K8","Clawhammer","","1","2000-2600","","1024","1000","","DDR","MMX,3DNow!+,SSE,SSE2","Cool'n'Quiet","AMD64,NXBit(notinCGstepping)","Socket939","No","64+64"
"130","Athlon64","K8","","Newcastle","1","","1800-2400","800","512","","DDR","MMX,3DNow!+,SSE,SSE2","Cool'n'Quiet","No","64+64","Socket754","AMD64,NXBit"
"130","Newcastle","Athlon64","1800-2400","K8","512","","","AMD64,NXBit","1","1000","","Socket939","No","64+64","DDR","MMX,3DNow!+,SSE,SSE2","Cool'n'Quiet"
"K8","Athlon64","1000","90","","Winchester","512","1","","AMD64,NXBit","1800-2200","","Socket939","No","DDR","MMX,3DNow!+,SSE,SSE2","Cool'n'Quiet","64+64"
"90","K8","Athlon64","","Venice","","512","1","1800-2400","AMD64,NXBit","800","","Socket754","No","64+64","DDR2","Cool'n'Quiet","MMX,3DNow!+,SSE,SSE2,SSE3"
"90","Venice","K8","1800-2400","Athlon64","","","DDR2","MMX,3DNow!+,SSE,SSE2,SSE3","1000","512","1","","AMD64,NXBit","Socket939","No","64+64","Cool'n'Quiet"
"90","K8","1000","Athlon64","","SanDiego","","1","DDR2","MMX,3DNow!+,SSE,SSE2,SSE3","2200-2600","1024","AMD64,NXBit","","Socket939","No","64+64","Cool'n'Quiet"
"90","K8","1000","Athlon64","","Orleans","","1","DDR2","MMX,3DNow!+,SSE,SSE2,SSE3","1800-2600","512","","SocketAM2","No","64+64","AMD64,NXBit,AMD-V","Cool'n'Quiet"
"K8","Athlon64","1000","65","512","","SocketAM2","AMD64,NXBit,AMD-V","Lima","1","","DDR2","MMX,3DNow!+,SSE,SSE2,SSE3","2000-2800","","No","64+64","Cool'n'Quiet"
"K8","90","1000","Athlon64X2","","Manchester","3600+","2","2000","No","64+64","256PC,FS","","Socket939","DDR","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","AMD64,NXBit"
"90","Athlon64X2","K8","Manchester","","2","1000","3800+,4200+,4600+","2000,2200,2400","Socket939","DDR","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","AMD64,NXBit","512PC,FS","","No","64+64"
"90","Athlon64X2","K8","512PC,FS","","1000","2","Toledo","3800+,4200+,4600+","2000,2200,2400","Socket939","DDR","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","AMD64,NXBit","","No","64+64"
"90","Toledo","Athlon64X2","K8","","1000","2","4400+,4800+","2200,2400","1024PC,FS","Socket939","DDR","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","AMD64,NXBit","","No","64+64"
"90","Athlon64X2","K8","","1000","2","Windsor","3600+","2000","256PC,FS","","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","SocketAM2","No","64+64","DDR2","AMD64,NXBit,AMD-V"
"90","Windsor","Athlon64X2","K8","","1000","SocketAM2","DDR2","AMD64,NXBit,AMD-V","2","3800+,4200+,4600+,5000+,5400+","2000,2200,2400,2600,2800","512PC,FS","","No","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","64+64"
"90","Windsor","Athlon64X2","K8","","1000","SocketAM2","DDR2","AMD64,NXBit,AMD-V","2","4000+,4400+,4800+,5200+,5600+,6000+,6400+","2000,2200,2400,2600,2800,3000,3200","1024PC,FS","","No","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","64+64"
"K8","Athlon64X2","65","1000","","2","SocketAM2","DDR2","AMD64,NXBit,AMD-V","Brisbane","3600+,3800+,4000+,4200+,4400+,4600+,4800+,5000+,5200+,5400+,5600+,5800+,6000+","1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100","512PC,FS","","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","No","64+64"
"K8","130","Sempron","","Paris","3000+","1","1800","No","800","64+64","128","","Socket754","","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","NXBit"
"130","Sempron","K8","Paris","","1","3100+","800","64+64","1800","256","Socket754","","MMX,3DNow!+,SSE,SSE2,SSE3","Cool'n'Quiet","NXBit","","No"
"K8","Sempron","90","","Palermo","1","2500+","800","64+64","1400","256","Socket754","","No","","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64,NXBit"
"90","K8","Palermo","Sempron","","2600+","1600","1","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64,NXBit","128","800","64+64","","","Socket754","No"
"90","K8","1600","Palermo","Sempron","","2800+","256","1","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64,NXBit","","800","64+64","","No","Socket754"
"90","K8","Palermo","Sempron","","3000+","1800","1","MMX,3DNow!+,SSE,SSE2,SSE3","128","AMD64,NXBit","800","64+64","","","Socket754","Cool'n'Quiet","No"
"90","K8","1800","Palermo","Sempron","","Cool'n'Quiet","3100+","256","1","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64,NXBit","800","64+64","","No","Socket754"
"90","K8","Palermo","Sempron","","3300+","Cool'n'Quiet","2000","1","MMX,3DNow!+,SSE,SSE2,SSE3","128","AMD64,NXBit","800","64+64","","","Socket754","No"
"90","K8","2000","Palermo","Sempron","","3400+","Cool'n'Quiet","256","1","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64,NXBit","800","64+64","","No","Socket754"
"90","K8","Palermo","Sempron","","3000+","1800","1","128","800","AMD64,NXBit","64+64","","Socket939","","No","MMX,3DNow!+,SSE,SSE2,SSE3",""
"90","K8","1800","Palermo","Sempron","Socket939","","MMX,3DNow!+,SSE,SSE2,SSE3","","3200+","256","1","","800","AMD64,NXBit","64+64","","No"
"90","K8","Palermo","Sempron","","Socket939","3400+","MMX,3DNow!+,SSE,SSE2,SSE3","","2000","1","128","800","AMD64,NXBit","64+64","","","No"
"90","K8","2000","Palermo","Sempron","","Socket939","3500+","MMX,3DNow!+,SSE,SSE2,SSE3","","256","1","","800","AMD64,NXBit","64+64","","No"
"90","K8","Sempron","","Manila","2800+,3200+,3500+","1","MMX,3DNow!+,SSE,SSE2,SSE3","1600,1800,2000","800","64+64","128","","SocketAM2","No","","Cool'n'Quiet","AMD64,NXbit"
"90","Manila","K8","Sempron","","3000+,3400+,3600+,3800+","SocketAM2","1600,1800,2000,2200","Cool'n'Quiet","AMD64,NXbit","1","MMX,3DNow!+,SSE,SSE2,SSE3","256","800","64+64","","","No"
"K8","Sempron","65","256","","Sparta","1","SocketAM2","LE-1100,LE-1150","Cool'n'Quiet","AMD64,NXbit","MMX,3DNow!+,SSE,SSE2,SSE3","800","64+64","1900,2000","","","No"
"65","K8","Sparta","Sempron","","LE-1200,LE-1250,LE-1300","2100,2200,2300","1","SocketAM2","512","Cool'n'Quiet","AMD64,NXbit","MMX,3DNow!+,SSE,SSE2,SSE3","800","64+64","","","No"
"K8","130","MobileAthlon64","","Clawhammer","1","2700+","800","64+64","AMD64,NXbit","1600","512","No","","Socket754","","MMX,3DNow!+,SSE,SSE2",""
"130","MobileAthlon64","K8","Clawhammer","","2800+,3000+,3200+,3400+,3700+","1600,1800,2000,2200,2400","1024","Socket754","1","MMX,3DNow!+,SSE,SSE2","","","800","64+64","AMD64,NXbit","","No"
"130","MobileAthlon64","K8","","Odessa","2700+,2800+,3000+","1600,1800,2000","1","Socket754","512","MMX,3DNow!+,SSE,SSE2","","800","64+64","AMD64,NXbit","","","No"
"K8","MobileAthlon64","90","","Oakville","2700+,2800+,3000+","1","1600,1800,2000","Socket754","800","MMX,3DNow!+,SSE,SSE2","","64+64","AMD64,NXbit","512","","No",""
"90","K8","MobileAthlon64","","Newark","3000+,3200+,3400+,3700+,4000+","1800,2000,2200,2400,2600","1","1024","Socket754","800","MMX,3DNow!+,SSE,SSE2","","64+64","AMD64,NXbit","","","No"
"K8","130","MobileSempron","","Dublin","1","","800","Socket754","64+64","1600,1800","128","No","","","MMX,3DNow!+,SSE,SSE2","","AMD64,NXbit"
"130","MobileSempron","K8","Dublin","","","1600","256","1","MMX,3DNow!+,SSE,SSE2","","AMD64,NXbit","","800","Socket754","64+64","","No"
"K8","MobileSempron","90","","Georgetown","","1","1600,1800,2000","800","MMX,3DNow!+,SSE,SSE2","","AMD64,NXbit","Socket754","64+64","128","","No",""
"90","K8","Georgetown","MobileSempron","","","1600,1800","256","1","","800","MMX,3DNow!+,SSE,SSE2","","AMD64,NXbit","Socket754","64+64","","No"
"90","K8","MobileSempron","","Sonora","","1600,1800","1","128","800","MMX,3DNow!+,SSE,SSE2","","AMD64,NXbit","Socket754","64+64","","","No"
"90","Sonora","K8","MobileSempron","","","1600,1800","256","1","","800","MMX,3DNow!+,SSE,SSE2","","AMD64,NXbit","Socket754","64+64","","No"
"90","K8","MobileSempron","","Albany","","1800,2000,2200","1","128","800","Socket754","64+64","AMD64,NXbit","","","No","MMX,3DNow!+,SSE,SSE2,SSE3",""
"90","Albany","K8","MobileSempron","","","1800,2000","MMX,3DNow!+,SSE,SSE2,SSE3","","256","1","","800","Socket754","64+64","AMD64,NXbit","","No"
"90","K8","MobileSempron","","Roma","","1800,2000","MMX,3DNow!+,SSE,SSE2,SSE3","","1","128","800","Socket754","64+64","AMD64,NXbit","","","No"
"90","Roma","K8","MobileSempron","","","1600,1800,2000","256","MMX,3DNow!+,SSE,SSE2,SSE3","","1","","800","Socket754","64+64","AMD64,NXbit","","No"
"90","K8","MobileSempron","","Keene","","1800,2000","MMX,3DNow!+,SSE,SSE2,SSE3","1","256","800","64+64","","AMD64,NXbit","SocketS1","No","","PowerNow!"
"90","Keene","K8","MobileSempron","","","SocketS1","1600,1800,2000","PowerNow!","512","MMX,3DNow!+,SSE,SSE2,SSE3","1","","800","64+64","","AMD64,NXbit","No"
"90","K8","Turion64","","Lancaster","MT-28,MT-32,ML-42","1","16001800,2400","800","64+64","512","","No","Socket754","","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64,NXbit"
"Turion64","90","Lancaster","K8","","MT-30,MT-34,MT-37,MT-40,ML-44","1600,1800,2000,2200,2400","Socket754","1024","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64,NXbit","1","","800","64+64","","No"
"Turion64","90","K8","","Richmond","MK-36,MK-38","2000,2200","Socket754","1","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64,NXbit","512","800","64+64","","","No"
"90","K8","Turion64X2","","Taylor","TL-50","2","1600","800","64+64","256","No","","SocketS1","","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64NXbit"
"Turion64X2","90","K8","","2","Trinidad","TL-52,TL-56,TL-60,TL-64","1600,1800,2000,2200","SocketS1","512","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64NXbit","","800","64+64","","No"
"Turion64X2","K8","65","","2","Tyler","TK-53,TK-55,TK-57","1700,1800,1900","SocketS1","256","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64NXbit","800","64+64","","No",""
"65","Turion64X2","Tyler","K8","","TL-56,TL-58,TL-60,TL-62,TL-64,TL-66,TL-68","2","1800,1900,2000,2100,2200,2300,2400","512","","SocketS1","","MMX,3DNow!+,SSE,SSE2,SSE3","","AMD64NXbit","800","64+64","No"
"K10","65","Opteron","","Barcelona","","4","No","1700-2500","1000","64+64","256,512","2048","SocketF","","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","PowerNow!","AMD64,NXbit,AMD-V,ccNUMA"
"K10","65","Opteron","","Budapest","","4","1700-2500","1000","64+64","256,512","No","2048","SocketAM2","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","PowerNow!","","AMD64,NXbit,AMD-V"
"K10","65","Phenom","","Agena","9100e,9150e,9350e,9450e,9500,9550,9600,9600B,9600BE,9650,9670,9750,9750B,9850,9850B9850BE,9950BE","4","1800-2600","1600,1800,2000","64+64","No","512","2048","SocketAM2+","","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V"
"Phenom","K10","65","","Toliman","8250e,8400,8450,8450e,8550,8600,8600B,8650,8750,8750B,8750BE,8850","3","1900-2500","1600,1800","SocketAM2+","512","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V","64+64","No","2048",""
"K10","65","AthlonX2","","Kuma","6500BE","2","2300","1600,1800","SocketAM2+","64+64","No","1024","","","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V"
"AthlonX2","K10","Kuma","65","2","","7450,7550,7750BE,7850BE","1024","2400-2800","1600,1800","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V","2048","","No","SocketAM2+","64+64"
"K10","65","Athlon","","Lima","","1","2400–2700","1600,1800","SocketAM2+","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V","64+64","No","512,1024","",""
"K10","65","Sempron","","Sparta","","1","2700","1600","SocketAM2+","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V","64+64","No","512","",""
"K10.5","45","PhenomII","","Thuban","1100T,1090T,1075T,1055T,1045T","6/6","No","2600-3300","1800,2000","64+64","512","6144","SocketAM2+SocketAM3","DDR2DDR3","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V"
"K10.5","45","PhenomII","","Zosma","840T,960T,970","4/6","3000-3400","1800,2000","64+64","512","No","SocketAM2+SocketAM3","6144","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V","DDR2DDR3"
"K10.5","45","PhenomII","","Deneb","980,975,970,965,955,945,940,925,920,910e,905e,830,820,810,805","4/4","2500-3700","1800,2000","64+64","512","No","SocketAM2+SocketAM3","6144(805-820only4096)","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V","DDR2DDR3"
"K10.5","45","PhenomII","","Heka","740,720,705e","3/4","2500–2800","2000","64+64","512","No","SocketAM2+SocketAM3","6144","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V","DDR2DDR3"
"K10.5","45","PhenomII","","Callisto","570,565,560,555,550,545","2/4","3000-3400","2000","64+64","512","No","SocketAM2+SocketAM3","6144","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V","DDR2DDR3"
"K10.5","45","AthlonII","","Propus","","4","2200–2800","2000","64+64","No","512","SocketAM2+SocketAM3","","DDR2DDR3","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V"
"AthlonII","K10.5","45","","Rana","","3","2200–3100","2000","512","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V","64+64","No","","SocketAM2+SocketAM3","DDR2DDR3"
"AthlonII","K10.5","45","","Regor","","2","1600-3600","2000","512,1024","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","Cool'n'Quiet","AMD64,NXbit,AMD-V","64+64","No","","SocketAM2+SocketAM3","DDR2DDR3"
"K10.5","45","Sempron","","Sargas","130","1","2600","2000","64+64","No","512","SocketAM2+SocketAM3","","DDR2DDR3","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","PowerNow!","AMD64,NXbit,AMD-V"
"Sempron","K10.5","Sargas","45","1","","2000","140","","DDR2DDR3","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","PowerNow!","AMD64,NXbit,AMD-V","2700","1024","No","64+64","SocketAM2+SocketAM3"
"Sempron","K10.5","Sargas","1024","45","1","","2000","145","","DDR2DDR3","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","PowerNow!","AMD64,NXbit,AMD-V","2800","No","64+64","SocketAM2+SocketAM3"
"Sempron","K10.5","Sargas","1024","45","1","","2000","150","","DDR2DDR3","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","PowerNow!","AMD64,NXbit,AMD-V","2900","No","64+64","SocketAM2+SocketAM3"
"K10.5","45","TurionII","","Caspian","","2","2000-2700","1800,1600","64+64","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","PowerNow!","AMD64,NXbit,AMD-V","No","512,1024","","SocketS1G3","DDR2"
"K10.5","32","Llano","","Llano","E2-3200,A4-3300,A4-3420,A6-3500,A6-3600,A6-3620,A6-3650,A6-3670K,A8-3800,A8-3820,A8-3850,A8-3870K","2/3/4","2100-3000","No","64+64","MMX,SSE,SSE2,SSE3,SSE4a,Enhanced3DNow!","PowerNow!","AMD64,NXbit,AMD-V","","1024,3072,4096","","SocketFM1","DDR3"
"Bobcat","40","Bobcat","","Desna,Ontario,Zacate","C-series,E-series,G-series,Z-series","1/2","No","1000-1750","","32+32","512KB(percore)","","FT1","DDR3","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a","PowerNow!","AMD64,NXbit,AMD-V"
"Bulldozer","32","Bulldozer","","Zambezi","FX-4100series(4100,4120,4130,4150,4170)","4","No","3600-4200(3700-4300boost)","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2","8","SocketAM3+SocketAM3","DDR3","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX","Cool'n'Quiet,PowerNow!,TurboCore2.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA4,CVT16/F16C,ABM,ECC"
"Bulldozer","32","Bulldozer","","Zambezi","FX-6100series(6100,6120,6130,6200)","6","3300-3800(3600-4200boost)","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2","8","SocketAM3+SocketAM3","DDR3","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX","Cool'n'Quiet,PowerNow!,TurboCore2.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA4,CVT16/F16C,ABM,ECC","No"
"Bulldozer","32","Bulldozer","","Zambezi","FX-8100series(8100,8120,8140,8150,8170)","8","2800-3900(3100-4500boost)","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2","8","SocketAM3+SocketAM3","DDR3","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX","Cool'n'Quiet,PowerNow!,TurboCore2.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA4,CVT16/F16C,ABM,ECC","No"
"Bulldozer","32","Bulldozer","","Zurich","Opteron3200series(3250HE,3260HE,3280)","4/8","2400-2700(2700-3700boost)","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2","8","SocketAM3+SocketAM3","DDR3","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX","Cool'n'Quiet,PowerNow!,TurboCore2.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA4,CVT16/F16C,ABM,ECC","No"
"Bulldozer","32","Bulldozer","","Valencia","Opteron4200series(42DX,42MX,4226,4228HE,4230HE,4234,4238,4240,4256EE,4274HE,4276HE,4280,4284)","4/6/8","1600-3400(1900-3800boost)","2600","2x16KB(data)+64KB(instruction)(permodule)","4x2","8","SocketC32","DDR3","MMX,SSE,SSE2,SSE3,SSE3s,SSE4a,SSE4.1,SSE4.2,AVX","Cool'n'Quiet,PowerNow!,TurboCore2.0","AMD64,NXbit,AMD-V,IOMMU,AES,CLMUL,XOP,FMA4,CVT16/F16C,ABM,ECC","No"
