"","D30","D60","10D","20D","30D","40D","50D","x60D","x70D","80D","90D","90D","90D","90D","90D","90D","90D","90D","90D","90D","90D","90D","80D","80D","80D","80D","80D","80D","80D","80D","80D","80D","80D","80D","x70D","x70D","x70D","x70D","x70D","x70D","x70D","x70D","x70D","x60D","x60D","x60D","x60D","x60D","x60D","x60D","x60D","x60D","x60D","50D","50D","50D","50D","50D","50D","40D","40D","30D","30D","30D","30D","20D","20D","20D","20D","10D","10D","10D","10D","D60","D60","D30","D30","D30","","Enthusiast,hobbyist","APS-C","DSLR","","D30","D60","10D","20D","30D","40D","50D","x60D","x70D","80D","90D"
"","","","","","","","","","","","","","","","","760D","77D","","","","","","","","","77D","77D","77D","77D","77D","77D","77D","77D","77D","77D","760D","760D","760D","760D","760D","760D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enthusiast,hobbyist","APS-C","DSLR","","","","","","","","","","","","","","","","","760D","77D","","",""
"APS-C","","","","","300D","350D","400D","450D","x500D","x550D","x600D","x650D","x700D","750D","800D","850D","850D","850D","850D","850D","850D","850D","850D","850D","850D","800D","800D","800D","800D","800D","800D","800D","800D","800D","800D","750D","750D","750D","750D","750D","750D","x700D","x700D","x700D","x700D","x700D","x700D","x650D","x650D","x600D","x600D","x600D","x550D","x550D","x500D","x500D","450D","450D","400D","400D","400D","400D","350D","350D","350D","350D","300D","300D","300D","300D","","","","","","","DSLR","Entry-level,beginner","","","","","300D","350D","400D","450D","x500D","x550D","x600D","x650D","x700D","750D","800D","850D"
"","","","","","","","","","","","","","","x100D","200D","250D","250D","250D","250D","250D","250D","250D","250D","250D","250D","250D","250D","250D","250D","200D","200D","200D","200D","200D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","x100D","","","","","","","","","","","","","","","","","","","","","","","","","","Entry-level,beginner","APS-C","DSLR","","","","","","","","","","","","","","","x100D","200D","250D"
"","","","","","","","","","1000D","x1100D","x1200D","1300D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","2000D","1300D","1300D","1300D","1300D","1300D","1300D","x1200D","x1200D","x1200D","x1200D","x1200D","x1200D","x1200D","x1100D","x1100D","x1100D","x1100D","x1100D","x1100D","x1100D","x1100D","x1100D","x1100D","1000D","1000D","1000D","1000D","1000D","1000D","1000D","1000D","1000D","","","","","","","","","","","","","","","","Entry-level,beginner","APS-C","DSLR","","","","","","","","","","1000D","x1100D","x1200D","1300D","2000D"
"","","","","","","","","","","","","","","","","","","","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","4000D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Entry-level,beginner","APS-C","DSLR","","","","","","","","","","","","","","","","","","","","4000D"
"MILC","Full-frame","Professional","","","","","","","","","","","","","","","","","","","","","","","R3","R3","R3","R3","R3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R3"
"","","","","","","","","","","","","","","","","","","","","","R5","R5","R5","R5","R5","R5","R5","R5","R5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MILC","Full-frame","Professional","","","","","","","","","","","","","","","","","","","","","","R5"
"","","","","","","","","","","","","","","","","","","","","","R6","R6","R6","R6","R6","R6","R6","R6","R6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MILC","Full-frame","Professional","","","","","","","","","","","","","","","","","","","","","","R6"
"MILC","","","","","","","","","","","","","","","","","","","","","Ra","","","","Ra","Ra","Ra","Ra","Ra","Ra","Ra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Full-frame","Advanced,prosumer","","","","","","","","","","","","","","","","","","","","","Ra",""
"","","","","","","","","","","","","","","","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Advanced,prosumer","MILC","Full-frame","","","","","","","","","","","","","","","","","","","","R"
"MILC","","","","","","","","","","","","","","","","","","","","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","RP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Full-frame","Enthusiast,hobbyist","","","","","","","","","","","","","","","","","","","","RP"
"Enthusiast,hobbyist","","","","","","","","","","","","","","","","","","M5","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M6MkII","M5","M5","M5","M5","M5","M5","M5","M5","M5","M5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MILC","APS-C","","","","","","","","","","","","","","","","","","M5","M6MkII"
"","","","","","","","","","","","","","xM","M2","M3","M6","M6","M6","M6","M6","M6","M6","M6","M6","M3","M3","M3","M3","M3","M3","M3","M2","M2","M2","xM","xM","xM","","","","","","","","","","","","","","","","","","","","","","","","","APS-C","Enthusiast,hobbyist","MILC","","","","","","","","","","","","","","xM","M2","M3","M6MkII","M6"
"APS-C","","","","","","","","","","","","","","","","","","","","M50","M50MkII","M50MkII","M50MkII","M50MkII","M50MkII","M50MkII","M50MkII","M50MkII","M50","M50","M50","M50","M50","M50","M50","M50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MILC","Entry-level,beginner","","","","","","","","","","","","","","","","","","","","M50","M50MkII"
"","","","","","","","","","","","","","","","","M10","M100","M200","M200","M200","M200","M200","M200","M200","M200","M200","M200","M200","M200","M100","M100","M100","M100","M100","M100","M10","M10","M10","M10","M10","M10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Entry-level,beginner","APS-C","MILC","","","","","","","","","","","","","","","","","M10","M100","M200"
"Earlymodels","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)","Earlymodels","CanonEOSDCS5(1995)CanonEOSDCS3(1995)CanonEOSDCS1(1995)CanonEOSD2000(1998)CanonEOSD6000(1998)"
"Type","Sensor","Spec","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2022","2022","2021","2021","2020","2020","2019","2019","2018","2018","2017","2017","2016","2016","2015","2015","2014","2014","2013","2013","2012","2012","2011","2011","2010","2010","2009","2009","2008","2008","2007","2007","2006","2006","2005","2005","2004","2004","2003","2003","2002","2002","2001","2001","2000","2000","Type","Sensor","Spec","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
